,id_text,ruler,year,month,day,date_of_origin,date,long_date,date_gen,day,long_date_gen,month,year,eponym,regnal_dates,ancient_year,date_bce,months_recorded,date_comments,proposed_date,eponym_title,astron_date,Reg_year,Reg_no,dynastic_seat,ancient_date
32213,p222893,Lugal-KISAL-si,,,,,,,,,,,,,,,,,,,,,,,,
32214,p222894,Lugal-KISAL-si,,,,,,,,,,,,,,,,,,,,,,,,
32215,p222895,Lugal-KISAL-si,,,,,,,,,,,,,,,,,,,,,,,,
32216,p222896,Lugal-KISAL-si,,,,,,,,,,,,,,,,,,,,,,,,
32217,p222897,Lugal-KISAL-si,,,,,,,,,,,,,,,,,,,,,,,,
32218,p222898,Lugal-zage-si,,,,,,,,,,,,,,,,,,,,,,,,
32219,p222899,Lugal-zage-si,,,,,,,,,,,,,,,,,,,,,,,,
32220,p222900,Lugal-zage-si,,,,,,,,,,,,,,,,,,,,,,,,
32221,p222901,Lugal-zage-si,,,,,,,,,,,,,,,,,,,,,,,,
32222,p222902,Lugal-zage-si,,,,,,,,,,,,,,,,,,,,,,,,
32223,p222903,Lugal-zage-si,,,,,,,,,,,,,,,,,,,,,,,,
32224,p222904,Lugal-zage-si,,,,,,,,,,,,,,,,,,,,,,,,
32225,p222905,Lugal-zage-si,,,,,,,,,,,,,,,,,,,,,,,,
32226,p222906,Giša-kidu,,,,,,,,,,,,,,,,,,,,,,,,
32227,p222907,Giša-kidu,,,,,,,,,,,,,,,,,,,,,,,,
32228,p222908,Lugal-zage-si,,,,,,,,,,,,,,,,,,,,,,,,
32229,p222909,unattributed,,,,,,,,,,,,,,,,,,,,,,,,
32251,p222948,Ilum-muttabbil,,,,,,,,,,,,,,,,,,,,,,,,
32252,p222949,Ur-Bau,,,,,,,,,,,,,,,,,,,,,,,,
32253,p222950,Naram-Suen,,,,,,,,,,,,,,,,,,,,,,,,
32254,p222951,Gudea,,,,,,,,,,,,,,,,,,,,,,,,
32255,p222952,Gudea,,,,,,,,,,,,,,,,,,,,,,,,
32256,p222953,Gudea,,,,,,,,,,,,,,,,,,,,,,,,
32257,p222955,Ur-Bau,,,,,,,,,,,,,,,,,,,,,,,,
32258,p222957,En-šakuš-Ana,,,,,,,,,,,,,,,,,,,,,,,,
32259,p222958,unattributed,,,,,,,,,,,,,,,,,,,,,,,,
32272,p223407,Enlil-bani,,,,,,,,,,,,,,,,,,,,,,,,
32299,p223659,Naram-Suen,,,,,,,,,,,,,,,,,,,,,,,,
32321,p223807,Ur-Namma,,,,,,,,,,,,,,,,,,,,,,,,
32322,p224141,Šarrum-kima-kalima,,,,,,,,,,,,,,,,,,,,,,,,
32325,p224533,Shalmaneser III,,,,,,,,,,,,,,,,,,,,,,,Assyria,
32326,p224534,Shalmaneser III,,,,,,,,,,,,,,,,,,,,,,,Assyria,
32327,p224536,Ashurnasirpal II,,,,,,,,,,,,,,,,,,,,,,,Assyria,
32328,p224537,Shalmaneser III,,,,,,,,,,,,,,,,,,,,,,,Assyria,
32329,p224577,Ashurnasirpal II,,,,,,,,,,,,,,,,,,,,,,,Assyria,
32330,p224580,Ashurnasirpal II,,,,,,,,,,,,,,,,,,,,,,,Assyria,
32331,p224582,Shalmaneser III,,,,,,,,,,,,,,,,,,,,,,,Assyria,
32332,p224583,Shalmaneser III,,,,,,,,,,,,,,,,,,,,,,,Assyria,
32333,p224584,Shalmaneser III,,,,,,,,,,,,,,,,,,,,,,,Assyria,
32334,p224585,Shalmaneser III,,,,,,,,,,,,,,,,,,,,,,,Assyria,
32335,p224591,Shalmaneser III,,,,,,,,,,,,,,,,,,,,,,,Assyria,
32336,p224593,Shalmaneser III,,,,,,,,,,,,,,,,,,,,,,,Assyria,
32507,p225245,Ashurnasirpal II,,,,,,,,,,,,,,,,,,,,,,,Assyria,
32508,p225247,Shalmaneser III,,,,,,,,,,,,,,,,,,,,,,,Assyria,
32509,p225251,Esarhaddon,,,,,,,,,,,,,,,,,,,,,,,Assyria,
32510,p225252,Esarhaddon,,,,,,,,,,,,,,,,,,,,,,,Assyria,
32511,p225254,Shalmaneser III,,,,,,,,,,,,,,,,,,,,,,,Assyria,
32512,p225255,Shalmaneser III,,,,,,,,,,,,,,,,,,,,,,,Assyria,
32513,p225262,Shalmaneser III,,,,,,,,,,,,,,,,,,,,,,,Assyria,
32515,p225264,Rim-Sin I,,,,,,,,,,,,,,,,,,,,,,,,
32516,p225265,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32517,p225266,Sin-iddinam,,,,,,,,,,,,,,,,,,,,,,,,
32518,p225267,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32519,p225268,Šu-ilišu,,,,,,,,,,,,,,,,,,,,,,,,
32520,p225269,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32521,p225270,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32522,p225271,Rim-Sin I,,,,,,,,,,,,,,,,,,,,,,,,
32523,p225272,Išme-Dagan,,,,,,,,,,,,,,,,,,,,,,,,
32524,p225273,Išme-Dagan,,,,,,,,,,,,,,,,,,,,,,,,
32525,p225274,Išme-Dagan,,,,,,,,,,,,,,,,,,,,,,,,
32526,p225275,Išme-Dagan,,,,,,,,,,,,,,,,,,,,,,,,
32527,p225276,Silli-Adad,,,,,,,,,,,,,,,,,,,,,,,,
32528,p225277,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32529,p225278,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32530,p225279,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32531,p225280,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32532,p225281,Sumu-El,,,,,,,,,,,,,,,,,,,,,,,,
32533,p225282,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32534,p225283,Sin-iddinam,,,,,,,,,,,,,,,,,,,,,,,,
32535,p225284,Sin-iddinam,,,,,,,,,,,,,,,,,,,,,,,,
32536,p225285,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32537,p225286,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32538,p225287,Nur-Adad,,,,,,,,,,,,,,,,,,,,,,,,
32539,p225288,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32540,p225289,Nur-Adad,,,,,,,,,,,,,,,,,,,,,,,,
32541,p225290,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32542,p225291,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32543,p225292,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32544,p225293,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32545,p225294,Samsu-iluna,,,,,,,,,,,,,,,,,,,,,,,,
32546,p225295,Samsu-iluna,,,,,,,,,,,,,,,,,,,,,,,,
32547,p225296,Hammu-rapi,,,,,,,,,,,,,,,,,,,,,,,,
32548,p225297,Išme-Dagan,,,,,,,,,,,,,,,,,,,,,,,,
32549,p225298,Išme-Dagan,,,,,,,,,,,,,,,,,,,,,,,,
32550,p225299,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32551,p225300,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32552,p225301,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32553,p225302,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32554,p225303,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32555,p225304,Sin-gamil,,,,,,,,,,,,,,,,,,,,,,,,
32556,p225305,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32557,p225306,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32558,p225307,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32559,p225308,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32560,p225309,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32561,p225310,Gungunum,,,,,,,,,,,,,,,,,,,,,,,,
32562,p225311,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32563,p225312,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32564,p225313,Sumu-El,,,,,,,,,,,,,,,,,,,,,,,,
32565,p225314,Sumu-El,,,,,,,,,,,,,,,,,,,,,,,,
32566,p225315,Sumu-El,,,,,,,,,,,,,,,,,,,,,,,,
32567,p225316,Sumu-El,,,,,,,,,,,,,,,,,,,,,,,,
32568,p225317,Sumu-El,,,,,,,,,,,,,,,,,,,,,,,,
32569,p225318,Sumu-El,,,,,,,,,,,,,,,,,,,,,,,,
32570,p225319,Sumu-El,,,,,,,,,,,,,,,,,,,,,,,,
32571,p225320,Sumu-El,,,,,,,,,,,,,,,,,,,,,,,,
32572,p225321,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32573,p225322,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32574,p225323,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32575,p225324,Sin-eribam,,,,,,,,,,,,,,,,,,,,,,,,
32576,p225325,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32577,p225326,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32578,p225327,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32579,p225328,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32580,p225329,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32581,p225330,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32582,p225331,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32583,p225332,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32584,p225333,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32585,p225334,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32586,p225335,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32587,p225336,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32588,p225337,Abdi-erah,,,,,,,,,,,,,,,,,,,,,,,,
32589,p225338,Abdi-erah,,,,,,,,,,,,,,,,,,,,,,,,
32590,p225339,Enlil-bani,,,,,,,,,,,,,,,,,,,,,,,,
32591,p225340,Sin-gamil,,,,,,,,,,,,,,,,,,,,,,,,
32592,p225341,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32593,p225342,Išme-Dagan,,,,,,,,,,,,,,,,,,,,,,,,
32594,p225343,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32595,p225344,Rim-Sin I,,,,,,,,,,,,,,,,,,,,,,,,
32596,p225345,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32597,p225346,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32598,p225347,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32599,p225348,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32600,p225349,Nur-Adad,,,,,,,,,,,,,,,,,,,,,,,,
32601,p225350,Nur-Adad,,,,,,,,,,,,,,,,,,,,,,,,
32602,p225351,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32603,p225353,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32604,p225354,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32605,p225355,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32606,p225356,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32607,p225357,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32608,p225358,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32609,p225359,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32610,p225360,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32611,p225361,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32612,p225362,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32613,p225363,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32614,p225364,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32615,p225365,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32616,p225366,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32617,p225367,Nur-Adad,,,,,,,,,,,,,,,,,,,,,,,,
32618,p225368,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32619,p225369,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32620,p225370,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32621,p225371,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32622,p225372,Sumu-El,,,,,,,,,,,,,,,,,,,,,,,,
32623,p225373,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32624,p225374,Sumu-El,,,,,,,,,,,,,,,,,,,,,,,,
32625,p225375,Rim-Sin I,,,,,,,,,,,,,,,,,,,,,,,,
32626,p225376,Rim-Sin I,,,,,,,,,,,,,,,,,,,,,,,,
32627,p225377,Rim-Sin I,,,,,,,,,,,,,,,,,,,,,,,,
32628,p225378,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32629,p225379,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32630,p225380,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32631,p225381,Gungunum,,,,,,,,,,,,,,,,,,,,,,,,
32632,p225382,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32633,p225383,Sin-iddinam,,,,,,,,,,,,,,,,,,,,,,,,
32634,p225384,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32635,p225385,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32636,p225386,Rim-Sin I,,,,,,,,,,,,,,,,,,,,,,,,
32637,p225387,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32638,p225388,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32639,p225389,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32640,p225390,Sumu-El,,,,,,,,,,,,,,,,,,,,,,,,
32641,p225391,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32642,p225392,Sumu-El,,,,,,,,,,,,,,,,,,,,,,,,
32643,p225393,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32644,p225394,Rim-Sin I,,,,,,,,,,,,,,,,,,,,,,,,
32645,p225395,Sumu-El,,,,,,,,,,,,,,,,,,,,,,,,
32646,p225396,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32647,p225397,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32648,p225398,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32649,p225399,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32650,p225400,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32651,p225401,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32652,p225402,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32653,p225403,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32654,p225404,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32655,p225405,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32656,p225406,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32657,p225407,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32658,p225408,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32659,p225409,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32660,p225410,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32661,p225411,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32662,p225412,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32663,p225414,Ibal-pi-El I,,,,,,,,,,,,,,,,,,,,,,,,
32664,p225415,Ipiq-Adad II,,,,,,,,,,,,,,,,,,,,,,,,
32665,p225416,Bilalama,,,,,,,,,,,,,,,,,,,,,,,,
32667,p225418,Bilalama,,,,,,,,,,,,,,,,,,,,,,,,
32668,p225419,Naram-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32670,p225421,Išme-Dagan,,,,,,,,,,,,,,,,,,,,,,,,
32671,p225422,Išme-Dagan,,,,,,,,,,,,,,,,,,,,,,,,
32672,p225423,Išme-Dagan,,,,,,,,,,,,,,,,,,,,,,,,
32673,p225424,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32674,p225425,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32675,p225426,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32676,p225427,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32677,p225428,Ur-Ninurta,,,,,,,,,,,,,,,,,,,,,,,,
32678,p225429,Bur-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32679,p225430,Ur-Ningišzida,,,,,,,,,,,,,,,,,,,,,,,,
32680,p225431,Ibal-pi-El I,,,,,,,,,,,,,,,,,,,,,,,,
32681,p225432,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32682,p225433,Enlil-bani,,,,,,,,,,,,,,,,,,,,,,,,
32683,p225434,Ur-Ninurta,,,,,,,,,,,,,,,,,,,,,,,,
32684,p225435,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32685,p225436,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32686,p225437,Sin-iddinam,,,,,,,,,,,,,,,,,,,,,,,,
32687,p225438,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32688,p225439,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32689,p225440,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32690,p225441,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32691,p225442,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32692,p225443,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32693,p225444,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32694,p225445,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32695,p225446,Hammu-rapi,,,,,,,,,,,,,,,,,,,,,,,,
32696,p225447,Hammu-rapi,,,,,,,,,,,,,,,,,,,,,,,,
32697,p225448,Hammu-rapi,,,,,,,,,,,,,,,,,,,,,,,,
32698,p225449,Hammu-rapi,,,,,,,,,,,,,,,,,,,,,,,,
32699,p225450,Samsu-iluna,,,,,,,,,,,,,,,,,,,,,,,,
32700,p225451,Samsu-iluna,,,,,,,,,,,,,,,,,,,,,,,,
32701,p225452,Samsu-iluna,,,,,,,,,,,,,,,,,,,,,,,,
32702,p225453,Samsu-iluna,,,,,,,,,,,,,,,,,,,,,,,,
32703,p225454,Samsu-iluna,,,,,,,,,,,,,,,,,,,,,,,,
32704,p225455,Samsu-iluna,,,,,,,,,,,,,,,,,,,,,,,,
32705,p225456,Samsu-iluna,,,,,,,,,,,,,,,,,,,,,,,,
32706,p225457,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32707,p225458,Samsu-iluna,,,,,,,,,,,,,,,,,,,,,,,,
32708,p225459,Išme-Dagan,,,,,,,,,,,,,,,,,,,,,,,,
32709,p225460,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32710,p225461,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32711,p225462,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32712,p225463,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32713,p225464,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32714,p225465,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32715,p225466,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32716,p225467,Enlil-bani,,,,,,,,,,,,,,,,,,,,,,,,
32717,p225468,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32718,p225469,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32719,p225470,Išme-Dagan,,,,,,,,,,,,,,,,,,,,,,,,
32720,p225471,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32721,p225472,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32722,p225473,Bilalama,,,,,,,,,,,,,,,,,,,,,,,,
32723,p225474,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32724,p225475,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32725,p225476,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32726,p225477,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32727,p225478,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32728,p225479,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32729,p225480,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32730,p225481,Ipiq-Adad II,,,,,,,,,,,,,,,,,,,,,,,,
32732,p225498,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32733,p225499,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32734,p225500,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32735,p225501,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32736,p225502,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32737,p225504,Nur-Adad,,,,,,,,,,,,,,,,,,,,,,,,
32738,p225505,Enlil-bani,,,,,,,,,,,,,,,,,,,,,,,,
32739,p225506,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32740,p225507,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32741,p225510,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32742,p225511,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32743,p225512,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32744,p225513,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32745,p225514,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32746,p225515,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32747,p225516,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32748,p225517,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32749,p225518,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32750,p225519,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32751,p225520,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32752,p225521,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32753,p225522,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32754,p225523,Ur-Ninurta,,,,,,,,,,,,,,,,,,,,,,,,
32755,p225524,Samsu-iluna,,,,,,,,,,,,,,,,,,,,,,,,
32756,p225525,Samsu-iluna,,,,,,,,,,,,,,,,,,,,,,,,
32757,p225526,Samsu-iluna,,,,,,,,,,,,,,,,,,,,,,,,
32758,p225527,Hammu-rapi,,,,,,,,,,,,,,,,,,,,,,,,
32759,p225528,Ilum-muttabbil,,,,,,,,,,,,,,,,,,,,,,,,
32760,p225529,Išbi-Erra,,,,,,,,,,,,,,,,,,,,,,,,
32761,p225530,Rim-Sin I,,,,,,,,,,,,,,,,,,,,,,,,
32762,p225531,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32763,p225532,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32764,p225533,Hammu-rapi,,,,,,,,,,,,,,,,,,,,,,,,
32765,p225534,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32766,p225535,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32767,p225536,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32768,p225537,Ur-Ninurta,,,,,,,,,,,,,,,,,,,,,,,,
32769,p225538,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32770,p225539,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32771,p225540,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32772,p225541,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32773,p225542,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32774,p225543,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32775,p225544,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32776,p225545,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32777,p225546,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32778,p225547,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32779,p225548,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32780,p225549,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32781,p225550,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32782,p225551,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32783,p225552,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32784,p225553,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32785,p225554,Sin-kašid,,,,,,,,,,,,,,,,,,,,,,,,
32786,p225560,Gungunum,,,,,,,,,,,,,,,,,,,,,,,,
32787,p225561,Gungunum,,,,,,,,,,,,,,,,,,,,,,,,
32788,p225562,Gungunum,,,,,,,,,,,,,,,,,,,,,,,,
32789,p225563,Gungunum,,,,,,,,,,,,,,,,,,,,,,,,
32790,p225564,Gungunum,,,,,,,,,,,,,,,,,,,,,,,,
32791,p225565,Sin-iddinam,,,,,,,,,,,,,,,,,,,,,,,,
32792,p225566,Bur-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32793,p225567,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32794,p225568,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32795,p225569,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32796,p225570,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32797,p225571,Lipit-Eštar,,,,,,,,,,,,,,,,,,,,,,,,
32798,p225572,Zambiya,,,,,,,,,,,,,,,,,,,,,,,,
32799,p225573,Išme-Dagan,,,,,,,,,,,,,,,,,,,,,,,,
32800,p225574,Enlil-bani,,,,,,,,,,,,,,,,,,,,,,,,
32801,p225575,Ur-Ninurta,,,,,,,,,,,,,,,,,,,,,,,,
32802,p225576,Sin-magir,,,,,,,,,,,,,,,,,,,,,,,,
32803,p225577,Išme-Dagan,,,,,,,,,,,,,,,,,,,,,,,,
32804,p225578,Enlil-bani,,,,,,,,,,,,,,,,,,,,,,,,
32805,p225579,Enlil-bani,,,,,,,,,,,,,,,,,,,,,,,,
32806,p225580,Išme-Dagan,,,,,,,,,,,,,,,,,,,,,,,,
32807,p225581,Iddin-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32808,p225582,Iddin-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32809,p225583,Iddin-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32810,p225584,Iddin-Dagan,,,,,,,,,,,,,,,,,,,,,,,,
32811,p225585,Iddin-Dagan,,,,,,,,,,,,,,,,,,,,,,,,
32812,p225586,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32813,p225587,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
32814,p225588,Warad-Sin,,,,,,,,,,,,,,,,,,,,,,,,
