factgrid_id,collection,wikidata_id,collection_name,collection_name_native,name_native_iso,collection_url,wiki_url_eng,wiki_url_native,collection_id,cdli_id,collection_holding,collection_holding_status,collection_actor,collection_actor_status,collection_loc,country_iso,region_gadm,district_gadm,osm_id,osm_type,geonames_id,notes,url_native_iso,to_be_deleted,cdli_url
,"Towner, USA",,Towner Collection,,,,,,1188,1033,Collection,Unknown,Person,Individual,0,USA,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1033
,"Trampitsh, A., unlocated",,A. Trampitsh,,,,,,1189,392,Collection,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/392
,"Treasuring the Word Rare Bible & Book Museum, Sevierville, Tennessee, USA",,Treasuring the Word Rare Bible & Book Museum,Treasuring the Word Rare Bible & Book Museum,eng,,,,1190,1151,Museum,Terminated,Uncertain,Unknown,1,USA,USA.43_1,USA.43.78_1,416311639,way,0,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1151
,"Trestrail, Kalamazoo, Michigan, USA",,Trestrail Collection,,,,,,1191,355,Collection,Unknown,Person,Individual,0,USA,USA.23_1,USA.23.39_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/355
,"Trinity College, University of Cambridge, Cambridge, UK",Q332342,"Trinity College, University of Cambridge",Trinity College,eng,https://www.trin.cam.ac.uk,"https://en.wikipedia.org/wiki/Trinity_College,_Cambridge","https://en.wikipedia.org/wiki/Trinity_College,_Cambridge",1192,990,Unknown,Extant,Educational institution,Group,1,GBR,GBR.1_1,GBR.1.16_1,,,7302218,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/990
,"Trinity Museum of Archaeology, San Antonio,Texas, USA",,Trinity Museum of Archaeology,,,,,,1193,1059,Museum,Unknown,Unknown,Unknown,0,USA,USA.44_1,USA.44.15_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1059
,"Tucker, Saint Albans, Hertfordshire, UK; Private collection: J.D. Tucker",,Tucker Collection,,,,,,1194,805,Collection,Unknown,Person,Individual,0,GBR,GBR.1_1,GBR.1.41_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/805
,"Tulare County Library, Visalia, California, USA",Q7935597,"Tulare County Library, Visalia",Tulare County Library,eng,https://www.tularecountylibrary.org/locations-visalia,https://en.wikipedia.org/wiki/Visalia_Branch_Library,https://en.wikipedia.org/wiki/Visalia_Branch_Library,1195,1255,Library,Extant,Agency,Public,1,USA,USA.5_1,USA.5.54_1,,,5406570,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/1255
,"Tübingen, Germany",,0268 Anonymous,,,,,,1196,268,Collection,Unknown,Person,Individual,0,DEU,DEU.1_1,DEU.1.41_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/268
,unclear,,Unclear,,,,,,1197,908,Unknown,Unknown,Unknown,Unknown,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/908
,"Union College, Lincoln, Nebraska, USA",Q7885570,"Union College, Lincoln Nebraska",Union College,eng,https://ucollege.edu,https://en.wikipedia.org/wiki/Union_College_(Nebraska),https://en.wikipedia.org/wiki/Union_College_(Nebraska),1198,266,Collection,Extant,Educational institution,Group,1,USA,USA.28_1,USA.28.55_1,,,5080631,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/266
,United Kingdom,,0303 Anonymous,,,,,,1199,303,Collection,Unknown,Person,Individual,0,GBR,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/303
Q511917,"Università Cattolica del S. Cuore, Milan, Italy",Q229022,Università Cattolica del Sacro Cuore,Università Cattolica del Sacro Cuore,ita,https://www.unicatt.it,https://en.wikipedia.org/wiki/Università_Cattolica_del_Sacro_Cuore,https://it.wikipedia.org/wiki/Università_Cattolica_del_Sacro_Cuore,1200,1149,Collection,Extant,Educational institution,Group,1,ITA,ITA.10_1,ITA.10.8_1,446539188,,way,,ita,0,https://cdli.mpiwg-berlin.mpg.de/collections/1149
,"Università degli Studi di Messina, Messina, Italy",Q1245318,Università degli Studi di Messina,Università degli Studi di Messina,ita,https://www.unime.it/it,https://en.wikipedia.org/wiki/University_of_Messina,https://it.wikipedia.org/wiki/Universit%C3%A0_degli_Studi_di_Messina,1201,413,Collection,Extant,Educational institution,Group,1,ITA,ITA.15_1,ITA.15.5_1,6457018,relation,0,,ita,0,https://cdli.mpiwg-berlin.mpg.de/collections/413
,"Université catholique de Louvain, Louvain-la-Neuve, Belgium",Q378134,Université catholique de Louvain,Université catholique de Louvain,fra,https://uclouvain.be,https://en.wikipedia.org/wiki/Université_catholique_de_Louvain,https://fr.wikipedia.org/wiki/UCLouvain,1202,598,Collection,Extant,Educational institution,Group,1,BEL,BEL.3_1,BEL.3.1_1,,,6696622,,fra,0,https://cdli.mpiwg-berlin.mpg.de/collections/598
,"Université Laval, Québec, Québec, Canada",Q1067935,Université Laval,Université Laval,fra,https://www.ulaval.ca,https://en.wikipedia.org/wiki/Université_Laval,https://fr.wikipedia.org/wiki/Université_Laval,1203,509,Collection,Extant,Educational institution,Public,1,CAN,CAN.11_1,CAN.11.21_1,,,12035614,,fra,0,https://cdli.mpiwg-berlin.mpg.de/collections/509
,"University of California at Santa Cruz, Santa Cruz, California, USA",Q1047293,University of California Santa Cruz,UC Santa Cruz,eng,https://www.ucsc.edu,"https://en.wikipedia.org/wiki/University_of_California,_Santa_Cruz","https://en.wikipedia.org/wiki/University_of_California,_Santa_Cruz",1204,854,Collection,Extant,Educational institution,Public,1,USA,USA.5_1,USA.5.44_1,,,5404900,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/854
,"University of Colorado at Boulder, Boulder, Colorado, USA",Q736674,University of Colorado Boulder,University of Colorado Boulder,eng,https://www.colorado.edu,https://en.wikipedia.org/wiki/University_of_Colorado_Boulder,https://en.wikipedia.org/wiki/University_of_Colorado_Boulder,1205,580,Collection,Extant,Educational institution,Public,1,USA,USA.6_1,USA.6.7_1,,,5583011,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/580
,University of Dublin,,University of Dublin,,,,,,1206,682,Collection,Unknown,Educational institution,Unknown,0,IRL,IRL.6_1,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/682
,"University of Erlangen, Erlangen, Germany",Q40025,Friedrich-Alexander-Universität Erlangen-Nürnberg,Friedrich-Alexander-Universität Erlangen-Nürnberg,deu,https://www.fau.de,https://en.wikipedia.org/wiki/University_of_Erlangen–Nuremberg,https://de.wikipedia.org/wiki/Friedrich-Alexander-Universität_Erlangen-Nürnberg,1207,361,Collection,Extant,Educational institution,Public,1,DEU,DEU.2_1,DEU.2.30_1,784253091,way,0,,deu,0,https://cdli.mpiwg-berlin.mpg.de/collections/361
,"University of Hiroshima, Hiroshima, Japan",Q115220,Hiroshima University,広島大学,jpn,https://www.hiroshima-u.ac.jp,https://en.wikipedia.org/wiki/Hiroshima_University,https://ja.wikipedia.org/wiki/広島大学,1208,893,Collection,Extant,Educational institution,Public,1,JPN,JPN.11_1,JPN.11.8_1,13235606,relation,0,,jpn,0,https://cdli.mpiwg-berlin.mpg.de/collections/893
,"University of Houston Library, Special Collections and Archives, Houston, Texas, USA",Q7895500,"University of Houston Libraries, Special Collections",University of Houston Libraries,eng,https://libraries.uh.edu/locations/special-collections,https://en.wikipedia.org/wiki/University_of_Houston_Libraries,https://en.wikipedia.org/wiki/University_of_Houston_Libraries,1209,463,Library,Extant,Educational institution,Public,1,USA,USA.44_1,USA.44.101_1,364021610,way,0,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/463
,"University of Idaho Library, Moscow, Idaho, USA",Q73786277,University of Idaho Library,University of Idaho Library,eng,https://www.lib.uidaho.edu,https://en.wikipedia.org/wiki/University_of_Idaho#Library,https://en.wikipedia.org/wiki/University_of_Idaho#Library,1210,436,Library,Extant,Educational institution,Public,1,USA,USA.13_1,USA.13.29_1,328815168,way,0,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/436
Q173222,"University of Liège, Liège, Belgium",Q1334582,University of Liège,Université de Liège,fra,https://www.uliege.be,https://en.wikipedia.org/wiki/University_of_Liège,https://fr.wikipedia.org/wiki/Université_de_Liège,1211,1162,Collection,Extant,Educational institution,Public,1,BEL,BEL.3_1,BEL.3.3_1,,,6696552,,fra,0,https://cdli.mpiwg-berlin.mpg.de/collections/1162
,"University of Mississippi Museum, Oxford, Mississippi, USA",Q7895820,University of Mississippi Museum,University of Mississippi Museum,eng,https://museum.olemiss.edu,https://en.wikipedia.org/wiki/University_of_Mississippi_Museum,https://en.wikipedia.org/wiki/University_of_Mississippi_Museum,1212,535,Museum,Extant,Educational institution,Public,1,USA,USA.25_1,USA.25.36_1,318264954,way,0,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/535
,"University of Nebraska State Museum, Lincoln, Nebraska, USA",Q4121358,University of Nebraska State Museum,University of Nebraska State Museum,eng,https://museum.unl.edu,https://en.wikipedia.org/wiki/University_of_Nebraska_State_Museum,https://en.wikipedia.org/wiki/University_of_Nebraska_State_Museum,1213,620,Museum,Extant,Educational institution,Public,1,USA,USA.28_1,USA.28.55_1,,,5073378,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/620
,"University of Virginia Library, Charlottesville, Virginia, USA",Q27991316,University of Virginia Library,University of Virginia Library,eng,https://www.library.virginia.edu,https://en.wikipedia.org/wiki/University_of_Virginia#Libraries,https://en.wikipedia.org/wiki/University_of_Virginia#Libraries,1214,760,Library,Extant,Educational institution,Public,1,USA,USA.47_1,USA.47.25_1,,,6346284,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/760
,"Universitätsbibliothek, University of Giessen, Giessen, Germany",Q28733453,Library System of the JLU Giessen,Universitätsbibliothek Giessen,deu,https://www.uni-giessen.de/ub/de,,https://de.wikipedia.org/wiki/Universitätsbibliothek_Gießen,1215,1224,Library,Extant,Educational institution,Public,1,DEU,DEU.7_1,DEU.7.6_1,2212114953,node,0,,deu,0,https://cdli.mpiwg-berlin.mpg.de/collections/1224
,"unknown, Berlin, Germany",,1291 Anonymous,,,,,,1216,1291,Collection,Unknown,Person,Individual,0,DEU,DEU.3_1,DEU.3.1_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1291
,unlocated,,1085 Anonymous,,,,,,1217,1085,Unknown,Unknown,Unknown,Unknown,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1085
,"W. F. Albright Institute of Archaeological Research, Jerusalem",Q4712692,W. F. Albright Institute of Archaeological Research,W.F. Albright Institute of Archaeological Research,eng,https://aiar.org,https://en.wikipedia.org/wiki/Albright_Institute_of_Archaeological_Research,https://en.wikipedia.org/wiki/Albright_Institute_of_Archaeological_Research,1218,964,Collection,Extant,Educational institution,Group,1,PSE,PSE.2_1,PSE.2.5_1,53625386,way,0,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/964
,"W.N. Weir, Sayre, Pa, USA",,W. N. Weir Collection,,,,,,1219,16,Collection,Unknown,Person,Individual,0,USA,USA.39_1,USA.39.8_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/16
,"Wabash College, Crawfordsville, Indiana, USA",Q7958639,Wabash College,Wabash College,eng,https://www.wabash.edu,https://en.wikipedia.org/wiki/Wabash_College,https://en.wikipedia.org/wiki/Wabash_College,1220,979,Collection,Extant,Educational institution,Group,1,USA,USA.15_1,USA.15.55_1,,,4927749,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/979
,"Wagner, F., Kirkville, New York, USA",,F. Wagner Collection,,,,,,1221,423,Collection,Unknown,Person,Individual,0,USA,USA.33_1,USA.33.35_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/423
,"Valli, Trieste, Italy",,Valli Collection,,,,,,1222,731,Collection,Unknown,Person,Individual,0,ITA,ITA.7_1,ITA.7.3_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/731
,"Van Camp, Soquel, California, USA",,Van Camp Collection,,,,,,1223,562,Collection,Unknown,Person,Individual,0,USA,USA.5_1,USA.5.44_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/562
,"Varela, J. A.",,J. A. Varela Collection,,,,,,1224,1098,Collection,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1098
,"Vassar College Library, Poughkeepsie, Newe York, USA",Q2093794,Vassar College Library,Vassar College Library,eng,https://library.vassar.edu,https://en.wikipedia.org/wiki/Vassar_College,https://en.wikipedia.org/wiki/Vassar_College,1225,1247,Library,Extant,Educational institution,Group,1,USA,USA.33_1,USA.33.14_1,479064858,way,0,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/1247
,"Vaux, unlocated",,Vaux Collection,,,,,,1226,470,Collection,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/470
,"Waynesburg College Museum, Waynesburg, Pennsylvania, USA",Q7976817,Paul R. Stewart Museum,Paul R. Stewart Museum,eng,https://www.waynesburg.edu/community/paul-r-stewart-museum,https://en.wikipedia.org/wiki/Waynesburg_University,https://en.wikipedia.org/wiki/Waynesburg_University,1227,1179,Museum,Unknown,Educational institution,Group,1,USA,USA.39_1,USA.39.30_1,,,7127619,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/1179
,"Wellesley College, Wellesley, Massachusetts, USA",Q49205,Wellesley College,Wellesley College,eng,https://www.wellesley.edu,https://en.wikipedia.org/wiki/Wellesley_College,https://en.wikipedia.org/wiki/Wellesley_College,1228,819,Collection,Extant,Educational institution,Group,1,USA,USA.22_1,USA.22.11_1,,,4954819,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/819
,"Wells College Library, Wells College, Aurora, New York, USA",Q7981631,Louis Jefferson Long Library,Louis Jefferson Long Library,eng,https://www.wells.edu/library,https://en.wikipedia.org/wiki/Wells_College,https://en.wikipedia.org/wiki/Wells_College,1229,177,Collection,Extant,Educational institution,Group,1,USA,USA.33_1,USA.33.6_1,,,7220523,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/177
,"Wengler, Freiberg, Germany (dispersed?)",,Wengler Collection,,,,,,1230,422,Collection,Unknown,Person,Individual,0,DEU,DEU.14_1,DEU.14.9_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/422
,"West, London, UK",,West Collection,,,,,,1231,240,Collection,Unknown,Person,Individual,0,GBR,GBR.1_1,GBR.1.36_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/240
,"West, V., unlocated",,V. West Collection,,,,,,1232,132,Collection,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/132
,"Westenholz, Ulla, Copenhagen, Denmark",,Ulla Westenholz Collection,,,,,,1233,1213,Collection,Unknown,Person,Individual,0,DNK,DNK.1_1,DNK.1.25_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1213
,"Westmar College, Le Mars, Iowa, USA",Q7989065,Westmar University,Westmar University,eng,,https://en.wikipedia.org/wiki/Westmar_University,https://en.wikipedia.org/wiki/Westmar_University,1234,1152,Collection,Terminated,Educational institution,Group,0,USA,USA.16_1,USA.16.75_1,,,,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/1152
,"Wice, D. H., USA",,D. H. Wice Collection,,,,,,1235,834,Collection,Unknown,Person,Individual,0,USA,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/834
,"Wicks, Georgia, USA",,Wicks Collection,,,,,,1236,560,Collection,Unknown,Person,Individual,0,USA,USA.11_1,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/560
,"Wier, Reno, Nevada, USA",,Wier Collection,,,,,,1237,757,Collection,Unknown,Person,Individual,0,USA,USA.29_1,USA.29.16_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/757
,"William Curry, Terrell, Texas, USA",,William Curry Collection,,,,,,1238,1048,Collection,Unknown,Person,Individual,0,USA,USA.44_1,USA.44.129_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1048
,"Wilson Library, University of North Carolina, Chapel Hill, North Carolina, USA",Q14708020,Wilson Library,Wilson Library,eng,https://library.unc.edu/wilson,https://en.wikipedia.org/wiki/Louis_Round_Wilson_Library,https://en.wikipedia.org/wiki/Louis_Round_Wilson_Library,1240,1221,Library,Extant,Educational institution,Public,1,USA,USA.34_1,USA.34.68_1,,,7194492,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/1221
,"Virginia Protestant Episcopal Theological Seminary, Alexandria, Virginia, USA (a)",Q7934628,Virginia Theological Seminary,Virginia Theological Seminary,eng,https://vts.edu,https://en.wikipedia.org/wiki/Virginia_Theological_Seminary,https://en.wikipedia.org/wiki/Virginia_Theological_Seminary,1241,1108,Collection,Extant,Foundation,Group,1,USA,USA.47_1,USA.47.3_1,,,4791350,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/1108
,"Vjesnik Arheolokog muzeja, Zagreb, Croatia",Q2986831,Archaeological Museum in Zagreb,Arheološki muzej u Zagrebu,hrv,https://www.amz.hr,https://en.wikipedia.org/wiki/Archaeological_Museum_in_Zagreb,https://hr.wikipedia.org/wiki/Arheolo%C5%A1ki_muzej_u_Zagrebu,1242,1243,Museum,Extant,Agency,Public,1,HRV,HRV.4_1,HRV.4.7_1,,,11669823,,hrv,0,https://cdli.mpiwg-berlin.mpg.de/collections/1243
,"von Soden, Münster, Germany",,Von Soden Collection,,,,,,1243,828,Collection,Unknown,Person,Individual,0,DEU,DEU.10_1,DEU.10.33_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/828
,"Wrathall, Donald S.",,Donald S. Wrathall Collection,,,,,,1244,954,Collection,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/954
,"Wright, Manchester, UK",,P. Wright Collection,,,,,,1245,226,Collection,Unknown,Person,Individual,0,GBR,GBR.1_1,GBR.1.54_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/226
,"Wyrauch, Lippstadt, Germany",,Wyrauch Collection,,,,,,1246,172,Collection,Unknown,Person,Individual,0,DEU,DEU.10_1,DEU.10.45_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/172
,"Yasushi Miyazawa, Tokyo, Japan",,Yasushi Miyazawa Collection,,,,,,1247,870,Collection,Unknown,Person,Individual,0,JPN,JPN.41_1,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/870
,"Yondorf, Chicago, Illinois, USA",,Yondorf Collection,,,,,,1248,902,Collection,Unknown,Person,Individual,0,USA,USA.14_1,USA.14.16_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/902
,"Yoshida, Hiroshima, Japan",,Yoshida Collection,,,,,,1249,1069,Collection,Unknown,Person,Individual,0,JPN,JPN.11_1,JPN.11.9_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1069
,"Zer-Kavod, Jerusalem",,R. Zer-Kavod Collection,,,,,,1250,162,Collection,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/162
,"Zushi, Osaka, Japan",,Zushi Collection,,,,,,1251,985,Collection,Unknown,Person,Individual,0,JPN,JPN.33_1,JPN.33.27_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/985
,Private collection: Eddie,,Eddie Collection,,,,,,1252,0,Collection,Unknown,Person,Individual,0,USA,USA.34_1,USA.34.78_1,,,,,,0,
,Private collection: D.I. Owen,,D. I. Owen Collection,,,,,,1253,0,Collection,Unknown,Person,Individual,0,USA,USA.33_1,USA.33.32_1,,,,,,0,
Q511904,Oriental Institute Museum,Q1276053,Oriental Institute Museum,Oriental Institute Museum,eng,https://oi.uchicago.edu/museum-exhibits,https://en.wikipedia.org/wiki/Oriental_Institute_(Chicago),https://en.wikipedia.org/wiki/Oriental_Institute_(Chicago),1254,90,Museum,Extant,Educational institution,Group,1,USA,USA.14_1,USA.14.16_1,,,4904911,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/90
,Private collection: M.-L. Erlenmeyer (dispersed),,M. -L- Erlenmeyer Collection,,,,,,1255,0,Collection,Terminated,Person,Individual,0,,,,,,,,,0,
,"Private collection: M.J. Viau, Paris, France",,M. J. Viau Collection,,,,,,1256,0,Collection,Unknown,Person,Individual,0,FRA,FRA.8_1,FRA.8.3_1,,,,,,0,
,"Private collection: Feuardent, Unknown, France",,Feuardent Collection,,,,,,1257,0,Collection,Unknown,Person,Individual,0,FRA,,,,,,,,0,
,"Private collection: D. von Mac-Arrow, Rome, Italy",,D. von Mac-Arrow Collection,,,,,,1259,1068,Collection,Unknown,Person,Individual,0,ITA,ITA.8_1,ITA.8.4_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1068
,Universität Jena,Q154561,Friedrich-Schiller-Universität Jena,Friedrich-Schiller-Universität Jena,deu,https://www.uni-jena.de,https://en.wikipedia.org/wiki/University_of_Jena,https://de.wikipedia.org/wiki/Friedrich-Schiller-Universität_Jena,1260,829,Collection,Extant,Educational institution,Public,1,DEU,DEU.16_1,DEU.16.10_1,,,10401840,,deu,0,https://cdli.mpiwg-berlin.mpg.de/collections/829
,Private collection: J. Agre,,J. Agre Collection,,,,,,1261,0,Collection,Unknown,Person,Individual,0,,,,,,,,,0,
,Museum Harandi,,Harandi Archaeology Museum,باغ موزه هرندی,fas,,,https://fa.wikipedia.org/wiki/باغ_هرندی,1262,0,Museum,Extant,Unknown,Unknown,1,IRN,IRN.13_1,IRN.13.6_1,530976035,way,0,,fas,0,
,Kinki University - Central Library,Q912329,Kindai University Central Library,近畿大学中央図書館,jpn,https://www.clib.kindai.ac.jp,https://en.wikipedia.org/wiki/Kindai_University,https://ja.wikipedia.org/wiki/近畿大学,1263,0,Library,Extant,Educational institution,Group,1,JPN,JPN.33_1,JPN.33.6_1,2377673174,node,0,,jpn,0,
,Bloomsbury Auctions (auction house),,Bloomsbury Auctions,Bloomsbury Auctions,eng,https://www.dreweatts.com/departments/bloomsbury-auctions-books-and-manuscripts,,,1264,-190,Lot,Extant,Company,Group,0,GBR,GBR.1_1,GBR.1.109_1,0,0,0,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/−190
,Tel Aviv University,Q319239,Tel Aviv University,אוניברסיטת תל אביב,heb,https://www.tau.ac.il,https://en.wikipedia.org/wiki/Tel_Aviv_University,https://he.wikipedia.org/wiki/אוניברסיטת_תל_אביב,1265,0,Unknown,Extant,Educational institution,Public,1,ISR,ISR.7_1,,819848529,way,0,,heb,0,
,Arte Primitivo - H. S. Rose Gallery (auction house),,Arte Primitivo H. S. Rose Gallery,Arte Primitivo H. S. Rose Gallery Inc.,eng,https://arteprimitivo.com,,,1266,-190,Lot,Extant,Company,Group,1,USA,USA.33_1,USA.33.32_1,2723661021,node,0,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/−190
,"Private collection: M. Israeli, Jerusalem, Israel",,M. Israeli Collection,,,,,,1267,0,Collection,Unknown,Person,Individual,0,ISR,,,,,,,,0,
,"Elmira College; Elmira College, Elmira, New York, USA",Q3051594,Elmira College,Elmira College,eng,https://www.elmira.edu,https://en.wikipedia.org/wiki/Elmira_College,https://en.wikipedia.org/wiki/Elmira_College,1268,188,Unknown,Extant,Educational institution,Group,1,USA,USA.33_1,USA.33.8_1,,,5116498,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/188
,Genève Enchères (auction house),,Genève Enchères,Genève Enchères,fra,https://geneve-encheres.ch,,,1269,0,Lot,Extant,Company,Group,1,CHE,CHE.8_1,CHE.8.1_1,2110411539,node,0,,,0,
,"Private collection: G. Ryckmans, Louvain, Belgium",,G. Ryckmans Collection,,,,,,1271,0,Collection,Unknown,Person,Individual,0,BEL,BEL.2_1,BEL.2.4_1,,,0,,,0,
,Private collection: Engelbert,,Engelbert Collection,,,,,,1272,-190,Collection,Unknown,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/−190
,University of California at Davis,Q129421,"University of California, Davis","University of California, Davis",eng,https://www.ucdavis.edu,"https://en.wikipedia.org/wiki/University_of_California,_Davis","https://en.wikipedia.org/wiki/University_of_California,_Davis",1273,0,Unknown,Extant,Educational institution,Public,1,USA,USA.5_1,USA.5.57_1,,,5404872,,eng,0,
,Römer-Pelizaeus-Museum,Q896935,Roemer- und Pelizaeus-Museum,Roemer- und Pelizaeus-Museum,deu,http://www.rpmuseum.de,https://en.wikipedia.org/wiki/Roemer-_und_Pelizaeus-Museum_Hildesheim,https://de.wikipedia.org/wiki/Roemer-_und_Pelizaeus-Museum_Hildesheim,1274,0,Museum,Extant,Unknown,Unknown,1,DEU,DEU.9_1,DEU.9.20_1,,,11184695,,deu,0,
,"Bibliotheca Wittockiana, Brussels, Belgium",Q2901267,Wittockiana,Wittockiana,fra,https://wittockiana.org,https://en.wikipedia.org/wiki/Bibliotheca_Wittockiana,https://nl.wikipedia.org/wiki/Bibliotheca_Wittockiana,1275,0,Museum,Extant,Foundation,Group,1,BEL,BEL.1_1,BEL.1.1_1,260418216,way,0,,nld,0,
,Christie's (auction house),Q503176,Christie's,Christie's,eng,https://www.christies.com,https://en.wikipedia.org/wiki/Christie%27s,https://en.wikipedia.org/wiki/Christie%27s,1276,-190,Lot,Extant,Company,Group,1,GBR,GBR.1_1,GBR.1.36_1,504337361,way,0,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/−190
,University of Copenhagen - Carsten Niebuhr Collection,Q186285,Carsten Niebuhr Collection,,,https://www.ku.dk,https://en.wikipedia.org/wiki/University_of_Copenhagen,https://da.wikipedia.org/wiki/Københavns_Universitet,1277,-190,Unknown,Unknown,Educational institution,Public,1,DNK,DNK.1_1,DNK.1.25_1,26143629,way,0,,dan,0,https://cdli.mpiwg-berlin.mpg.de/collections/−190
,"Private collection: J. T. Harris, Wilmette, IL, USA",,J. T. Harris Collection,,,,,,1278,-190,Collection,Unknown,Person,Individual,0,USA,USA.14_1,USA.14.16_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/−190
,Private collection: Allotte de la Fuÿe (auctioned at Artcurial 2014),,Allotte de la Fuÿe Collection,,,,,,1281,-190,Collection,Terminated,Person,Individual,0,,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/−190
,"Private collection: J.D. Tucker, Saint Albans, Hertfordshire, United Kingdom",,J. D. Tucker Collection,,,,,,1283,0,Collection,Unknown,Person,Individual,0,GBR,GBR.1_1,GBR.1.41_1,,,,,,0,
Q511879,University of Southern California,Q4614,University of Southern California,University of Southern California,eng,https://www.usc.edu,https://en.wikipedia.org/wiki/University_of_Southern_California,https://en.wikipedia.org/wiki/University_of_Southern_California,1284,0,Unknown,Extant,Educational institution,Group,1,USA,USA.5_1,USA.5.19_1,,,7284975,,eng,0,
,"Church's Ministry Among the Jews Museum Dept., St. Albans, Hertfordshire, United Kingdom",Q2919291,Church’s Ministry Among Jewish People,Church’s Ministry Among Jewish People (CMJ),eng,https://www.cmj-israel.org,https://en.wikipedia.org/wiki/Church%27s_Ministry_Among_Jewish_People,https://en.wikipedia.org/wiki/Church%27s_Ministry_Among_Jewish_People,1285,0,Unknown,Unknown,Foundation,Group,0,ISR,,,,,,,eng,0,
,"Private collection: M. Yoshikawa, Hiroshima, Japan",,M. Yoshikawa Collection,,,,,,1286,?,Collection,Unknown,Person,Individual,0,JPN,JPN.11_1,JPN.11.9_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/?
